temperature,objective,cal_nll,eval_ece,eval_pos_top1_mean,eval_pos_top1_p95,eval_pos_diag_rate,eval_pos_uncertain_rate,eval_pos_invalid_rate,eval_pos_diag_acc,eval_pos_overall_acc,eval_neg_diag_rate,eval_neg_uncertain_rate,eval_neg_invalid_rate,eval_neg_top1_mean,eval_neg_top1_p95
1.7,0.9781870029487529,0.012338166125118732,0.006321562749074807,0.9928665161132812,0.9999922513961792,0.9878183831672204,0.007751937984496124,0.004429678848283499,1.0,0.9977851605758582,0.48509485094850946,0.3008130081300813,0.2140921409214092,0.8331902623176575,0.9999221563339233
1.65,0.9832342631894149,0.011624756269156933,0.005683581100349807,0.9935494065284729,0.9999949336051941,0.9878183831672204,0.007751937984496124,0.004429678848283499,1.0,0.9977851605758582,0.4878048780487805,0.3035230352303523,0.2086720867208672,0.8382642865180969,0.9999421834945679
1.6,1.0131295998285104,0.010977452620863914,0.0059895536564249265,0.9941710233688354,0.9999966621398926,0.9889258028792912,0.006644518272425249,0.004429678848283499,1.0,0.9977851605758582,0.5067750677506775,0.2899728997289973,0.2032520325203252,0.8433528542518616,0.9999576807022095
1.55,1.0345523469726725,0.010392721742391586,0.005464871592431897,0.9947349429130554,0.9999978542327881,0.9900332225913622,0.005537098560354375,0.004429678848283499,1.0,0.9977851605758582,0.5203252032520326,0.28184281842818426,0.1978319783197832,0.8484535217285156,0.9999693632125854
1.5,1.0523887155567504,0.009867020882666111,0.004131609419255558,0.9952449202537537,0.9999986886978149,0.9900332225913622,0.005537098560354375,0.004429678848283499,1.0,0.9977851605758582,0.5311653116531165,0.2791327913279133,0.1897018970189702,0.8535636067390442,0.9999784231185913
1.45,1.0861162310577483,0.009396755136549473,0.0037234025540145922,0.9957044124603271,0.9999992847442627,0.9900332225913622,0.005537098560354375,0.004429678848283499,1.0,0.9977851605758582,0.5528455284552846,0.26287262872628725,0.1842818428184282,0.8586797714233398,0.9999850988388062
1.4,1.1119478300172885,0.008978410623967648,0.003363714595701739,0.9961172938346863,0.9999995231628418,0.9900332225913622,0.006644518272425249,0.0033222591362126247,1.0,0.9977851605758582,0.5691056910569106,0.25745257452574527,0.17344173441734417,0.8637990355491638,0.9999899864196777
1.35,1.1205645218171378,0.008608557283878326,0.0030493346823674368,0.996487021446228,0.9999997615814209,0.9922480620155039,0.004429678848283499,0.0033222591362126247,1.0,0.9977851605758582,0.5745257452574526,0.25474254742547425,0.17073170731707318,0.8689174652099609,0.9999934434890747
1.3,1.1593038504052329,0.008283841423690319,0.002776659736337588,0.9968175292015076,0.9999998807907104,0.9922480620155039,0.004429678848283499,0.0033222591362126247,1.0,0.9977851605758582,0.5989159891598916,0.23848238482384823,0.16260162601626016,0.8740311861038208,0.9999958276748657
1.25,1.1720651427083495,0.008001066744327545,0.00254232542855399,0.9971121549606323,0.9999998807907104,0.9922480620155039,0.004429678848283499,0.0033222591362126247,1.0,0.9977851605758582,0.6070460704607046,0.23306233062330622,0.15989159891598917,0.8791358470916748,0.9999974966049194
