epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6073788404464722,0.009999999776482582,1.1972002983093262,0.25,2.2737388610839844
1,0.7961866855621338,0.009999999776482582,0.6073733568191528,0.6186674237251282,1.3283066749572754
2,0.8579983711242676,0.009999999776482582,0.41989022493362427,0.8400330543518066,0.4981338679790497
3,0.8926211595535278,0.009999999776482582,0.32073068618774414,0.759361207485199,0.9325105547904968
4,0.9101046323776245,0.009999999776482582,0.26698800921440125,0.4900881052017212,4.708549976348877
5,0.9230451583862305,0.009999999776482582,0.22974511981010437,0.882709264755249,0.3577893078327179
6,0.934815526008606,0.009999999776482582,0.18750281631946564,0.19080395996570587,8.19842529296875
7,0.9424559473991394,0.009999999776482582,0.1674371361732483,0.7502753138542175,0.9808233380317688
8,0.9497522115707397,0.009999999776482582,0.13889779150485992,0.662720263004303,1.9519939422607422
9,0.9541574716567993,0.009999999776482582,0.13345396518707275,0.6150881052017212,2.168285846710205
10,0.9584939479827881,0.009999999776482582,0.12207142263650894,0.12307268381118774,11.944908142089844
11,0.9648953676223755,0.009999999776482582,0.09961234033107758,0.4779735803604126,4.623084545135498
12,0.9706084728240967,0.009999999776482582,0.08829737454652786,0.9677863717079163,0.12798337638378143
13,0.9737059473991394,0.009999999776482582,0.07913939654827118,0.8268171548843384,0.6876794099807739
14,0.9746695756912231,0.009999999776482582,0.07392875850200653,0.7136563658714294,2.025892972946167
15,0.9754955768585205,0.009999999776482582,0.07143942266702652,0.7210903167724609,1.6103538274765015
16,0.978111207485199,0.009999999776482582,0.06209120899438858,0.5404735803604126,4.592966079711914
17,0.9798320531845093,0.009999999776482582,0.05786322429776192,0.5242290496826172,3.7263107299804688
18,0.9803826808929443,0.009999999776482582,0.05715088173747063,0.6211453676223755,2.275190591812134
19,0.9809333682060242,0.009999999776482582,0.05497175082564354,0.5333150029182434,6.610008239746094
20,0.9909141063690186,0.0010000000474974513,0.02829539030790329,0.9851321578025818,0.06855311989784241
21,0.9946998953819275,0.0010000000474974513,0.018393004313111305,0.9859581589698792,0.06591344624757767
22,0.9961453676223755,0.0010000000474974513,0.014234067872166634,0.9862334728240967,0.0657346099615097
23,0.9962142109870911,0.0010000000474974513,0.014102593064308167,0.9876101613044739,0.06070727854967117
24,0.9956635236740112,0.0010000000474974513,0.013700508512556553,0.987059473991394,0.06308402866125107
25,0.9961453676223755,0.0010000000474974513,0.012499804608523846,0.9881607890129089,0.05905086547136307
26,0.9967648386955261,0.0010000000474974513,0.011018919758498669,0.9881607890129089,0.060091596096754074
27,0.997109055519104,0.0010000000474974513,0.010340076871216297,0.9900881052017212,0.06071789190173149
28,0.9973843693733215,0.0010000000474974513,0.010915778577327728,0.9889867901802063,0.061900850385427475
29,0.9973843693733215,0.0010000000474974513,0.009561005979776382,0.9876101613044739,0.060372479259967804
30,0.9978662133216858,0.0010000000474974513,0.009051353670656681,0.9895374178886414,0.05838927999138832
31,0.997109055519104,0.0010000000474974513,0.010161460377275944,0.9889867901802063,0.06125173717737198
32,0.9973843693733215,0.0010000000474974513,0.009227391332387924,0.9895374178886414,0.06091742962598801
33,0.9978662133216858,0.0010000000474974513,0.008321890607476234,0.9914647340774536,0.06159723177552223
34,0.9976596832275391,0.0010000000474974513,0.008189916610717773,0.9900881052017212,0.0572710782289505
35,0.9971778392791748,0.0010000000474974513,0.008528766222298145,0.9884361028671265,0.06012309342622757
36,0.9977285265922546,0.0010000000474974513,0.008038659580051899,0.9903634190559387,0.06106196716427803
37,0.9973843693733215,0.0010000000474974513,0.008206748403608799,0.9895374178886414,0.06206565722823143
38,0.9981415271759033,0.0010000000474974513,0.007797349710017443,0.9887114763259888,0.059996310621500015
39,0.9977973699569702,0.0010000000474974513,0.008633704856038094,0.9920154213905334,0.057820528745651245
40,0.9986921548843384,9.999999747378752e-05,0.006121961399912834,0.9903634190559387,0.057144030928611755
41,0.9988986849784851,9.999999747378752e-05,0.005833879113197327,0.9914647340774536,0.05771360918879509
42,0.9982792139053345,9.999999747378752e-05,0.006889928597956896,0.9914647340774536,0.05691710487008095
43,0.9980038404464722,9.999999747378752e-05,0.007078133523464203,0.9914647340774536,0.05694528669118881
44,0.9979349970817566,9.999999747378752e-05,0.0073821512050926685,0.9909141063690186,0.05705142393708229
45,0.9989675283432007,9.999999747378752e-05,0.006339238956570625,0.9917401075363159,0.05744071304798126
46,0.9982792139053345,9.999999747378752e-05,0.006381987128406763,0.9917401075363159,0.05776779726147652
47,0.9980726838111877,9.999999747378752e-05,0.006136095616966486,0.9903634190559387,0.0574730783700943
48,0.9990363717079163,9.999999747378752e-05,0.005416529253125191,0.9917401075363159,0.05674465373158455
49,0.9982792139053345,9.999999747378752e-05,0.006358805112540722,0.9914647340774536,0.05703560635447502
