epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6098568439483643,0.009999999776482582,1.1581168174743652,0.14675110578536987,2.908693552017212
1,0.8014867901802063,0.009999999776482582,0.5750227570533752,0.6412444710731506,1.532416820526123
2,0.8582048416137695,0.009999999776482582,0.4098246693611145,0.7632158398628235,0.774331271648407
3,0.8970264196395874,0.009999999776482582,0.30137619376182556,0.43309471011161804,7.50924825668335
4,0.9146475791931152,0.009999999776482582,0.24783965945243835,0.5658039450645447,2.691526412963867
5,0.9293777346611023,0.009999999776482582,0.19651253521442413,0.21530836820602417,7.526863098144531
6,0.9420429468154907,0.009999999776482582,0.16204474866390228,0.7789096832275391,0.8320282697677612
7,0.951679527759552,0.009999999776482582,0.13914643228054047,0.29598018527030945,5.606966972351074
8,0.9583562612533569,0.009999999776482582,0.11849214881658554,0.5435022115707397,2.0768866539001465
9,0.9657213687896729,0.009999999776482582,0.09479859471321106,0.8017621040344238,0.816825807094574
10,0.9715721607208252,0.009999999776482582,0.08089408278465271,0.5556167364120483,2.249556541442871
11,0.9759085774421692,0.009999999776482582,0.07064779102802277,0.9014317393302917,0.33757609128952026
12,0.9759085774421692,0.009999999776482582,0.06989918649196625,0.9105176329612732,0.3259129524230957
13,0.9805892109870911,0.009999999776482582,0.05771036073565483,0.8719713687896729,0.4899336099624634
14,0.9846503138542175,0.009999999776482582,0.0445382297039032,0.8824338912963867,0.4546900689601898
15,0.9852698445320129,0.009999999776482582,0.04237775504589081,0.8984031081199646,0.38897860050201416
16,0.9844438433647156,0.009999999776482582,0.04835900291800499,0.8794052600860596,0.4565024673938751
17,0.987954318523407,0.009999999776482582,0.03665396571159363,0.2059471309185028,7.802670001983643
18,0.9897439479827881,0.009999999776482582,0.02668427862226963,0.8485682606697083,0.7015198469161987
19,0.9902945756912231,0.009999999776482582,0.02848343923687935,0.9234581589698792,0.31357160210609436
20,0.9954570531845093,0.0010000000474974513,0.014250713400542736,0.9710903167724609,0.10234762728214264
21,0.9977285265922546,0.0010000000474974513,0.008773737587034702,0.9721916317939758,0.10324736684560776
22,0.9984168410301208,0.0010000000474974513,0.0061089154332876205,0.9719163179397583,0.10206077247858047
23,0.9989675283432007,0.0010000000474974513,0.004824311006814241,0.9732929468154907,0.10014386475086212
24,0.9989675283432007,0.0010000000474974513,0.004058419726788998,0.9713656306266785,0.10002783685922623
25,0.9991739988327026,0.0010000000474974513,0.004699575714766979,0.9710903167724609,0.10120051354169846
26,0.9986921548843384,0.0010000000474974513,0.005597192328423262,0.971640944480896,0.09813939034938812
27,0.9991739988327026,0.0010000000474974513,0.004053231794387102,0.9727423191070557,0.10076373815536499
28,0.9990363717079163,0.0010000000474974513,0.004186116624623537,0.9724669456481934,0.09917443990707397
29,0.9995869994163513,0.0010000000474974513,0.0029597191605716944,0.9732929468154907,0.09707944840192795
30,0.9996558427810669,0.0010000000474974513,0.0030263462103903294,0.975220263004303,0.09570948034524918
31,0.9993116855621338,0.0010000000474974513,0.0034008801449090242,0.9735682606697083,0.09727294743061066
32,0.9992428421974182,0.0010000000474974513,0.003071312326937914,0.9719163179397583,0.10239488631486893
33,0.9995181560516357,0.0010000000474974513,0.0027675749734044075,0.975220263004303,0.09640209376811981
34,0.9995181560516357,0.0010000000474974513,0.0030141796451061964,0.9721916317939758,0.09856162220239639
35,0.9993116855621338,0.0010000000474974513,0.002853956539183855,0.9741189479827881,0.0990695059299469
36,0.9994493126869202,0.0010000000474974513,0.002733017085120082,0.9738436341285706,0.0986010879278183
37,0.9996558427810669,0.0010000000474974513,0.002530426252633333,0.9735682606697083,0.09754834324121475
38,0.999793529510498,0.0010000000474974513,0.002228783443570137,0.9743942618370056,0.09569880366325378
39,0.9996558427810669,0.0010000000474974513,0.0022953469306230545,0.9732929468154907,0.09643030911684036
40,0.9998623132705688,9.999999747378752e-05,0.0020569877233356237,0.9735682606697083,0.09620724618434906
41,0.9999311566352844,9.999999747378752e-05,0.001832078560255468,0.9732929468154907,0.09689438343048096
42,0.999793529510498,9.999999747378752e-05,0.0022305534221231937,0.9732929468154907,0.09691476076841354
43,0.9995181560516357,9.999999747378752e-05,0.0026568120811134577,0.9738436341285706,0.09652220457792282
44,0.9995869994163513,9.999999747378752e-05,0.0025717781390994787,0.9730176329612732,0.0965980663895607
45,0.9993805289268494,9.999999747378752e-05,0.0025760862044990063,0.9732929468154907,0.09699966758489609
46,0.9996558427810669,9.999999747378752e-05,0.002712685614824295,0.9732929468154907,0.09753450751304626
47,0.9997246861457825,9.999999747378752e-05,0.002266501309350133,0.9738436341285706,0.09632264077663422
48,0.9995869994163513,9.999999747378752e-05,0.0021226108074188232,0.9730176329612732,0.09690271317958832
49,0.999793529510498,9.999999747378752e-05,0.00171812460757792,0.9735682606697083,0.09829383343458176
